Type,Text,C3,C4,C5
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :),,,
ham,Me too! Have a lovely night xxx,,,
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,,,
ham,He is there. You call and meet him,,,
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,,,
ham,K.k:)when are you going?,,,
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",,,
ham,Then i buy.,,,
ham,"Sorry, I'll call later",,,
ham,How i noe... Did �_ specify da domain as nusstu... �� still in sch...,,,
ham,Yo come over carlos will be here soon,,,
ham,Ma head dey swell oh. Thanks for making my day,,,
spam,You are a winner you have been specially selected to receive �1000 cash or a �2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,,,
ham,K..k..i'm also fine:)when will you complete the course?,,,
spam,"complimentary 4 STAR Ibiza Holiday or �10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",,,
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,,,
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,,,
ham,Nope i waiting in sch 4 daddy... ,,,
ham,How much she payed. Suganya.,,,
ham,I'm freezing and craving ice. Fml,,,
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,,,
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one �_ cut ur hair. ,,,
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,,,
ham,Oh did you charge camera,,,
ham,Can you please send me my aunty's number,,,
ham,Do well :)all will for little time. Thing of good times ahead:,,,
ham,I will see in half an hour,,,
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,,,
ham,Thank you princess! You are so sexy...,,,
ham,Okie...,,,
ham,"Tee hee. Off to lecture, cheery bye bye.",,,
ham,Yesterday its with me only . Now am going home.,,,
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",,,
ham,Am surfing online store. For offers do you want to buy any thing.,,,
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",,,
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",,,
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,,,
ham,Haven't left yet so probably gonna be here til dinner,,,
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",,,
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",,,
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,,,
ham,No. I dont want to hear anything,,,
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,,,
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,,,
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",,,
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,,,
ham,Mm have some kanji dont eat anything heavy ok,,,
ham,From tomorrow onwards eve 6 to 3 work.,,,
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.,,,
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,,,
ham,Oh you got many responsibilities.,,,
ham,I dont understand your message.,,,
ham,I didnt get anything da,,,
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,,,
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,,,
ham,Goodnight da thangam I really miss u dear.,,,
ham,There the size of elephant tablets & u shove um up ur ass!!,,,
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,,,
ham,We'll join the  &lt;#&gt;  bus,,,
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",,,
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 �3/wk",,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed �1000 cash or �5000 prize!,,,
ham,There are many company. Tell me the language.,,,
ham,Have a nice day my dear.,,,
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,,,
ham,Have a good evening! Ttyl,,,
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,
ham,Cheers for the card ... Is it that time of year already?,,,
ham,If you r @ home then come down within 5 min,,,
ham,"If we hit it off, you can move in with me :)",,,
ham,"Mostly sports type..lyk footbl,crckt..",,,
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",,,
ham,So that takes away some money worries,,,
ham,Thanx but my birthday is over already.,,,
ham,K go and sleep well. Take rest:-).,,,
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,,,
spam,WIN a �200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 �1.50perweeksub.,,,
ham,Waiting for your call.,,,
ham,COME BACK TO TAMPA FFFFUUUUUUU,,,
ham,That is wondarfull song,,,
ham,So can collect ur laptop?,,,
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),,,
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",,,
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play �250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or �10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",,,
ham,It vl bcum more difficult..,,,
ham,"I'm home, my love ... If your still awake ... *loving kiss*",,,
ham,\Hey sorry I didntgive ya a a bellearlier hunny,"just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.\""""",,
ham,"Jay told me already, will do",,,
ham,Nope... Think i will go for it on monday... Sorry i replied so late,,,
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",,,
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps ,,,
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,,,
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",,,
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,,,
spam,"For ur chance to win a �250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",,,
ham,Is ur paper in e morn or aft tmr?,,,
ham,Yes. It's all innocent fun. O:-),,,
ham,Am watching house ��� very entertaining ��� am getting the whole hugh laurie thing ��� even with the stick ��� indeed especially with the stick.,,,
ham,Why you keeping me away like this,,,
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY �10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,,,
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",,,
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,,,
ham,You still coming tonight?,,,
ham,We stopped to get ice cream and will go back after,,,
ham,U wan 2 haf lunch i'm in da canteen now.,,,
ham,Prakesh is there know.,,,
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,,,
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,,,
ham,"U so lousy, run already come back then half dead... Hee...",,,
ham,Lil fever:) now fine:),,,
ham,U calling me right? Call my hand phone...,,,
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",,,
ham,He remains a bro amongst bros,,,
ham,"Yeah, probably here for a while",,,
